age,income,credit_score,loan_amount,loan_term,previous_defaults,bureau_score,external_data_score,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,repayment_behavior_Good,repayment_behavior_Poor
40,159379,490,140793,36,0,323,44,False,False,False,True,False,False
38,111038,840,235748,48,2,800,62,False,False,False,False,False,False
23,147602,604,47692,36,0,664,24,False,False,True,False,False,False
64,171396,493,17937,36,2,511,58,False,False,True,False,True,False
57,101268,624,236609,36,1,896,78,False,False,False,False,True,False
27,33409,354,269809,24,0,536,75,False,False,False,True,False,True
25,179213,524,311701,48,1,801,92,False,False,False,False,True,False
45,55371,503,203462,24,0,508,92,False,False,False,False,False,True
54,45517,309,290539,36,0,436,17,False,False,True,False,False,False
42,67779,352,138661,60,3,467,24,False,False,False,True,False,True
62,62025,565,155424,12,3,677,38,False,False,False,False,False,True
36,50981,466,11589,36,4,327,76,False,False,False,True,True,False
50,189331,483,84098,48,0,828,81,False,True,False,False,False,False
40,61153,387,46598,36,2,537,2,False,False,False,False,False,True
38,123986,366,369177,24,2,836,44,False,False,False,True,False,False
52,75934,529,286194,60,3,853,63,False,True,False,False,True,False
68,77894,610,267081,48,3,627,65,False,True,False,False,False,False
54,154678,477,378539,24,2,747,76,True,False,False,False,True,False
52,192903,599,151101,12,3,624,84,False,True,False,False,True,False
21,160788,780,100352,48,3,693,41,True,False,False,False,False,False
32,126133,422,191444,60,3,713,80,False,True,False,False,True,False
45,173837,438,370356,24,1,451,32,False,False,False,False,True,False
42,132223,697,86122,60,3,693,50,True,False,False,False,True,False
24,98840,733,420099,24,1,613,6,True,False,False,False,True,False
46,28314,501,447037,36,3,403,66,True,False,False,False,False,True
46,89893,359,137316,36,3,465,59,False,False,False,False,False,True
36,177883,654,310131,48,2,699,96,False,True,False,False,False,False
20,72691,455,454794,24,2,833,67,False,False,False,True,False,True
60,126080,727,462601,12,1,686,43,False,True,False,False,False,True
65,106486,494,448881,48,3,720,28,False,False,False,False,False,True
56,141866,717,8830,48,3,843,78,False,False,False,True,False,False
22,197573,377,79492,60,0,715,9,False,False,True,False,False,False
49,43290,540,199724,24,2,321,36,False,False,False,False,False,True
54,178114,389,486604,60,1,470,6,False,True,False,False,False,True
65,91045,720,355933,12,1,854,54,True,False,False,False,False,False
18,76030,669,169818,12,1,580,4,True,False,False,False,False,False
20,159392,675,417207,36,2,509,57,False,False,True,False,False,True
62,175072,468,345753,60,0,584,54,False,True,False,False,False,True
55,38300,642,32358,60,0,778,18,False,True,False,False,True,False
46,110710,332,69512,36,0,894,85,True,False,False,False,True,False
62,130195,823,243117,24,2,854,28,False,True,False,False,True,False
52,97243,438,175491,12,2,439,41,False,False,True,False,True,False
29,101159,594,115782,12,0,694,95,False,False,False,False,False,True
61,32100,463,57092,36,1,745,67,True,False,False,False,False,True
27,163277,540,175981,24,1,713,81,True,False,False,False,False,True
58,197385,538,438345,36,1,353,24,False,False,False,True,False,True
69,153089,656,231392,12,2,354,90,True,False,False,False,True,False
60,185465,328,384606,12,0,381,13,True,False,False,False,True,False
57,88207,828,496029,12,0,457,78,False,True,False,False,False,False
20,77616,811,61959,12,3,849,37,False,False,False,True,True,False
67,161900,818,216177,36,3,539,94,False,True,False,False,False,True
21,28876,338,93075,36,4,388,17,True,False,False,False,False,True
40,40025,653,352222,48,4,330,2,False,False,False,True,False,True
33,92635,695,55317,48,0,592,37,True,False,False,False,False,True
29,124292,797,349308,48,0,739,16,False,False,False,False,False,True
25,86788,726,208161,12,0,331,34,True,False,False,False,False,True
53,165717,507,174695,12,4,466,68,True,False,False,False,False,False
36,71567,768,187506,12,3,483,36,False,False,False,False,True,False
32,120963,544,273159,12,1,739,9,False,False,True,False,False,False
41,50562,513,177097,12,3,631,64,False,False,True,False,True,False
29,32467,521,46559,60,3,511,57,True,False,False,False,False,True
18,119214,428,474363,12,4,702,35,False,False,False,False,False,True
52,161458,373,414505,60,4,537,77,True,False,False,False,True,False
26,116498,557,312732,24,4,411,10,False,False,True,False,False,True
41,66715,561,134688,48,3,438,16,False,True,False,False,False,True
68,114968,816,293389,12,1,678,63,True,False,False,False,True,False
19,190863,664,295328,12,4,608,30,False,True,False,False,False,False
52,171667,488,147207,12,4,477,83,False,True,False,False,False,True
62,193686,520,167867,12,0,382,53,False,True,False,False,True,False
20,133936,590,144333,36,4,378,22,False,False,False,False,True,False
36,133428,763,445810,36,3,754,54,False,False,False,True,False,True
56,132470,318,357771,12,1,653,3,True,False,False,False,False,False
61,123780,393,316336,12,1,566,44,False,False,True,False,False,False
27,160179,473,232249,12,3,508,76,False,False,True,False,False,False
67,69649,532,455659,12,3,551,91,False,False,True,False,False,True
61,105947,364,143604,60,0,535,6,False,False,False,True,True,False
41,49493,429,380033,36,0,504,21,True,False,False,False,False,True
25,122476,565,277263,60,4,596,63,False,False,False,True,False,True
29,30692,477,197815,48,1,404,78,False,True,False,False,False,False
69,126629,546,133863,60,2,509,82,False,True,False,False,False,False
58,175489,398,357171,24,0,694,63,False,False,True,False,True,False
51,179633,649,394512,24,4,619,29,False,False,False,False,False,False
32,143745,410,259905,12,3,680,56,False,False,False,True,False,False
37,22985,531,177606,24,3,813,45,False,False,False,False,True,False
54,27493,745,443920,60,3,441,61,False,False,False,False,False,False
21,56413,839,266609,36,3,397,99,False,False,True,False,False,True
59,83344,734,416885,36,2,816,72,False,False,False,True,True,False
67,191541,730,310758,48,0,456,90,True,False,False,False,True,False
43,35867,794,350008,48,1,638,27,False,False,False,True,False,False
40,64331,504,313598,24,1,640,18,True,False,False,False,True,False
46,105382,708,441990,12,3,798,18,True,False,False,False,False,False
30,86323,395,114813,60,1,640,53,False,False,False,False,False,False
35,147904,338,131355,48,4,718,76,False,False,True,False,False,True
42,23832,620,193207,48,3,875,78,False,True,False,False,False,True
45,72949,755,307262,24,4,584,84,False,False,False,False,True,False
30,49345,319,405385,36,1,511,75,False,False,False,True,False,True
39,148128,465,105965,24,1,406,37,True,False,False,False,True,False
43,138623,791,221713,36,1,754,53,False,True,False,False,False,True
46,69241,667,494882,48,2,781,67,False,False,False,False,True,False
25,179472,592,135522,36,4,828,3,False,False,False,True,False,False
19,137018,802,237302,12,4,752,52,True,False,False,False,False,True
45,172961,800,356020,36,3,566,1,False,False,False,True,False,False
28,170166,775,483090,24,2,512,44,True,False,False,False,True,False
37,141465,469,53850,60,4,444,65,False,True,False,False,True,False
52,166895,479,498565,36,1,629,81,False,False,False,True,False,False
28,42800,686,219680,24,1,681,37,False,False,False,True,True,False
54,63258,816,34328,48,0,332,99,False,False,True,False,False,True
37,180371,518,198953,24,0,644,19,True,False,False,False,False,False
34,85333,632,29395,48,1,823,31,True,False,False,False,True,False
45,105959,486,450405,36,1,479,12,False,True,False,False,True,False
54,179541,735,229045,12,2,745,69,False,False,True,False,True,False
45,152659,557,192213,24,2,367,38,True,False,False,False,False,False
20,138920,377,259268,24,1,393,92,True,False,False,False,True,False
41,138206,762,360089,60,1,506,32,True,False,False,False,True,False
42,132138,375,247941,24,3,672,91,False,False,False,False,False,True
64,150364,806,436561,12,2,361,85,False,False,False,True,False,False
40,48164,780,249525,48,2,715,34,False,False,False,True,False,True
24,116426,826,173990,24,2,510,23,False,False,False,True,True,False
56,82785,643,145313,36,0,309,37,False,True,False,False,False,False
60,130540,655,294400,48,2,316,52,True,False,False,False,False,False
41,53477,682,426064,36,2,743,28,False,False,False,False,False,True
43,167878,719,246851,12,1,758,26,False,False,False,False,False,True
38,95986,388,56712,12,3,502,39,False,False,False,True,False,False
42,57228,391,234489,60,0,778,43,False,False,True,False,False,True
57,138888,775,477671,12,4,667,9,False,False,False,False,False,False
43,66737,730,344528,24,4,641,52,False,False,False,False,False,False
55,134527,347,131788,48,3,704,83,False,False,False,True,True,False
62,98209,592,187187,48,4,531,13,False,True,False,False,True,False
34,97525,483,39593,36,1,598,93,False,True,False,False,True,False
36,91196,417,488941,36,3,576,42,False,False,False,False,True,False
42,115408,433,240018,24,2,448,68,False,False,False,False,False,False
33,83212,541,460641,24,4,565,84,False,False,False,False,False,True
37,135631,678,346094,36,4,315,38,True,False,False,False,False,False
23,110932,376,67175,48,1,511,75,False,False,False,False,False,True
46,86537,791,173862,24,3,356,37,False,False,True,False,False,True
50,150698,542,72847,48,0,739,56,False,False,False,True,False,False
57,163518,694,46770,60,1,431,21,True,False,False,False,True,False
53,90134,481,318481,24,2,872,84,True,False,False,False,False,False
34,178744,506,255600,60,2,826,14,False,False,True,False,False,True
45,26789,585,215117,60,3,672,93,False,False,False,False,False,True
60,166701,607,378826,24,4,746,9,False,False,False,False,False,True
29,134176,368,262426,36,3,343,59,True,False,False,False,False,True
26,170630,363,407894,24,2,692,42,False,False,False,True,False,True
53,118971,368,350603,60,3,896,42,False,False,False,False,False,False
32,115667,844,377997,48,1,846,84,False,True,False,False,True,False
62,59601,576,73617,24,0,705,98,False,True,False,False,True,False
52,197190,746,62467,60,0,642,83,False,False,False,False,False,True
52,127798,455,179811,12,2,871,50,True,False,False,False,False,True
19,129767,675,135085,48,2,866,9,False,False,False,False,False,False
43,161553,718,8531,48,4,718,27,False,False,False,False,True,False
58,191172,572,83944,48,4,456,69,False,False,False,False,True,False
30,139324,740,67399,12,3,401,73,False,True,False,False,False,False
42,105469,571,485306,24,0,677,90,True,False,False,False,False,False
23,187527,404,214550,24,3,526,18,False,False,False,True,False,False
47,78026,544,374032,24,0,830,50,False,False,True,False,False,False
24,167175,634,49588,12,1,320,8,False,True,False,False,False,False
50,58090,572,50217,12,1,443,26,True,False,False,False,False,False
58,119764,849,286521,12,3,490,85,False,False,True,False,False,False
52,189934,480,153530,36,3,895,48,False,True,False,False,False,True
44,164454,589,20198,60,2,371,31,False,False,True,False,True,False
47,56674,315,218379,36,2,412,2,False,False,False,True,True,False
23,54758,392,71714,24,3,829,97,False,False,False,True,False,True
23,106207,724,184357,12,0,824,45,False,False,False,True,True,False
55,107245,831,63914,12,0,598,86,False,True,False,False,True,False
52,55709,731,404806,60,0,479,10,False,False,False,False,False,True
62,136477,790,470718,12,1,465,44,False,False,False,False,False,True
45,102733,307,164429,12,2,455,8,False,True,False,False,False,False
22,127325,300,440078,60,3,608,83,False,False,True,False,False,True
38,168115,380,203831,60,0,635,24,False,False,False,False,True,False
52,137399,391,133536,60,4,687,11,True,False,False,False,False,False
23,75830,808,136310,24,1,423,32,False,True,False,False,False,False
50,82712,776,337640,48,1,622,5,False,False,False,False,False,False
28,43664,738,135078,48,1,479,24,False,True,False,False,False,False
45,195400,700,48202,60,4,769,76,False,True,False,False,False,True
34,194131,486,460342,36,0,475,63,False,False,True,False,True,False
45,25529,431,418136,48,0,367,73,False,False,False,False,False,False
66,70906,826,457889,48,0,840,6,False,False,False,True,False,False
25,65124,485,199666,36,3,474,89,False,True,False,False,False,True
28,164403,772,269208,48,2,816,29,False,True,False,False,True,False
24,184109,763,324216,24,2,529,44,False,False,True,False,True,False
35,36984,836,85543,60,2,605,21,False,False,True,False,True,False
24,185289,672,58968,24,4,670,31,False,False,True,False,False,True
18,184244,824,320111,24,0,467,87,False,True,False,False,True,False
61,113254,392,330865,12,0,545,31,False,False,False,False,True,False
45,80390,788,118532,36,1,679,70,True,False,False,False,False,True
57,142019,615,391377,36,2,380,80,False,False,True,False,True,False
22,139875,777,34767,48,3,805,37,False,False,True,False,False,True
39,122802,635,392926,36,4,867,67,False,True,False,False,False,True
53,153023,485,75218,48,3,374,6,False,False,False,False,True,False
33,162692,571,48585,60,3,842,99,False,False,True,False,False,True
57,136026,598,408600,60,0,873,91,True,False,False,False,True,False
27,149344,767,279244,36,4,864,55,False,False,False,False,False,True
46,194312,471,282928,36,1,323,71,False,False,True,False,True,False
27,191545,650,439468,60,4,334,41,False,False,True,False,False,True
36,129779,446,134022,48,1,529,12,False,True,False,False,True,False
52,90309,566,338138,48,3,817,51,False,False,False,True,False,False
64,92377,535,113024,24,3,655,20,True,False,False,False,False,True
18,171761,762,278591,12,4,897,36,False,True,False,False,False,True
42,189898,589,287414,60,4,750,80,False,False,True,False,False,False
55,199614,415,174268,36,1,388,6,False,True,False,False,False,True
49,161222,519,362691,60,1,770,19,True,False,False,False,False,True
68,119352,744,70994,60,2,660,80,True,False,False,False,False,False
68,156824,376,166340,36,0,651,96,False,False,False,False,True,False
56,125315,745,368571,60,2,523,6,False,True,False,False,True,False
64,135260,364,114875,48,1,337,38,False,False,False,True,False,True
22,159418,658,371357,12,3,804,33,True,False,False,False,True,False
47,108095,333,450724,24,3,319,55,False,False,False,True,False,False
39,172756,598,18944,36,1,737,16,True,False,False,False,False,True
69,176568,330,43250,12,3,638,90,False,True,False,False,False,False
20,109132,486,135704,48,2,581,92,False,False,False,True,False,False
65,155028,672,281156,48,3,620,8,False,False,False,True,False,True
62,67997,572,274192,60,4,572,15,True,False,False,False,False,False
25,122489,406,177022,48,2,735,67,False,False,False,False,False,True
25,160183,625,336254,12,3,729,23,False,True,False,False,False,True
35,69593,551,124599,24,3,830,40,False,False,False,True,False,False
64,189302,379,36174,24,2,315,10,False,True,False,False,False,True
52,81799,324,38236,24,3,571,73,True,False,False,False,True,False
60,137897,797,338963,12,4,482,54,False,False,True,False,True,False
39,147992,760,269509,60,1,395,66,False,False,False,True,True,False
67,176863,839,465125,48,4,822,58,True,False,False,False,False,True
35,54812,370,350282,36,2,743,27,True,False,False,False,True,False
39,97511,385,71013,36,2,865,58,False,False,True,False,False,False
34,156694,496,166558,12,3,664,19,False,False,False,True,False,True
35,91154,558,383044,24,2,744,83,False,False,False,False,False,True
45,152206,701,414146,24,2,742,26,False,False,True,False,True,False
47,61938,400,178806,24,0,807,77,False,False,False,False,False,False
31,134897,607,55094,24,1,577,84,False,False,False,False,True,False
65,132255,763,315499,48,0,505,10,False,False,True,False,True,False
38,133204,835,474045,36,4,858,72,False,False,False,True,True,False
25,87359,810,386335,24,1,488,49,False,False,False,False,False,False
57,119864,422,64834,12,2,329,2,False,True,False,False,False,False
65,69699,759,51350,60,2,627,69,False,False,False,False,False,False
40,93302,342,147512,36,4,499,66,False,False,True,False,False,False
36,25730,606,13177,60,2,673,39,False,False,True,False,True,False
66,70901,696,158415,12,0,323,2,True,False,False,False,False,True
35,52299,453,68969,48,0,593,15,False,True,False,False,True,False
41,44502,365,116641,24,0,453,5,False,True,False,False,False,True
49,31781,670,350658,12,1,674,54,False,True,False,False,False,True
20,189801,765,16230,60,4,388,58,False,True,False,False,False,True
55,177005,534,381149,60,4,620,28,False,False,True,False,False,False
35,134296,681,109777,48,2,657,4,False,False,True,False,True,False
49,173778,487,204891,24,4,579,99,True,False,False,False,False,False
24,124470,672,404445,60,2,560,47,False,False,True,False,False,False
35,66228,516,398661,12,0,775,46,False,False,False,False,True,False
18,111404,763,262798,12,1,469,85,False,True,False,False,False,True
67,149863,771,18317,36,1,335,67,False,False,False,True,True,False
38,41602,829,103120,12,4,335,28,False,False,False,False,False,True
60,49670,734,123278,24,4,480,10,False,False,False,False,True,False
61,168376,551,480200,24,4,323,38,False,True,False,False,False,False
42,198066,706,91437,36,0,598,36,False,False,False,False,True,False
47,147314,382,37556,12,1,717,73,False,False,False,False,False,True
47,81192,458,236730,48,2,391,30,True,False,False,False,False,False
60,178957,546,323581,48,0,342,98,False,False,False,False,True,False
61,127051,319,119944,48,2,725,39,True,False,False,False,True,False
52,185803,719,153537,12,0,514,37,False,True,False,False,False,True
24,80410,619,236617,36,3,309,23,False,False,True,False,True,False
62,190685,810,118114,48,0,414,82,False,False,True,False,False,False
42,149593,821,373742,48,0,796,85,True,False,False,False,False,False
52,97004,777,296168,60,0,358,1,False,False,True,False,True,False
44,94233,749,433890,36,4,785,15,False,False,False,True,True,False
26,22866,676,219202,36,1,344,1,False,False,True,False,True,False
69,105216,724,109668,36,3,653,73,False,False,True,False,False,False
64,59405,717,51057,60,4,808,89,False,False,False,False,False,False
32,58445,774,420188,60,2,399,84,False,False,True,False,False,True
21,110054,579,256775,12,0,854,22,True,False,False,False,False,True
26,151379,386,483375,12,1,472,18,True,False,False,False,False,False
58,140044,843,396987,36,0,567,59,False,False,False,False,True,False
20,33231,372,393449,12,4,399,44,False,False,False,False,False,True
28,48807,487,73040,36,0,609,31,True,False,False,False,False,False
31,126337,718,22829,24,1,345,65,False,False,False,True,False,False
60,104817,610,316095,60,4,604,59,False,True,False,False,False,True
61,78829,726,316201,60,1,511,71,True,False,False,False,False,True
49,131718,376,35716,12,1,450,21,True,False,False,False,False,False
68,101471,810,458774,24,0,342,99,False,False,True,False,False,True
41,113109,602,309469,36,0,327,34,False,False,False,True,True,False
39,109326,681,53281,36,3,649,27,False,True,False,False,True,False
61,182051,824,367736,60,3,507,14,False,False,False,False,False,True
31,177217,694,467757,36,4,628,17,False,False,False,True,True,False
20,153059,742,86673,24,4,453,42,False,False,False,True,True,False
43,145342,668,11220,36,3,710,87,False,False,False,True,False,True
18,195212,718,288884,24,1,367,32,False,False,True,False,False,False
19,141631,472,33525,24,2,743,92,False,False,False,True,False,True
35,53541,671,29642,36,1,310,69,False,False,True,False,False,False
22,165283,510,308349,12,3,459,4,False,False,False,True,False,False
29,142374,605,486615,12,1,368,49,False,True,False,False,False,True
39,49992,773,48560,48,1,548,12,True,False,False,False,False,False
50,60149,566,236296,36,4,740,50,True,False,False,False,False,False
67,59029,391,267671,48,4,388,95,False,False,False,False,True,False
38,49437,556,444645,48,1,777,91,False,False,False,False,False,False
44,99526,606,23226,12,2,378,63,False,False,True,False,True,False
42,125364,364,281925,60,1,486,60,False,False,True,False,False,True
44,143805,694,326954,60,1,509,31,True,False,False,False,False,True
64,108020,772,50452,36,0,728,3,False,True,False,False,False,True
52,130253,719,319771,60,3,716,2,False,False,False,False,True,False
19,184530,403,92073,48,0,826,1,False,False,True,False,False,True
47,85206,650,349891,36,4,543,14,True,False,False,False,False,True
42,153114,597,22839,12,1,384,40,False,False,False,False,True,False
30,166583,464,229310,24,2,886,53,False,False,False,True,False,False
68,32062,703,190092,24,3,418,28,False,False,True,False,False,True
19,92055,733,223008,12,2,793,20,True,False,False,False,False,True
20,183766,522,382403,60,1,640,45,True,False,False,False,False,False
42,113863,804,365532,48,0,834,96,False,False,False,False,True,False
34,78876,637,352697,60,3,589,84,False,False,True,False,True,False
67,74970,774,432963,60,3,778,30,False,False,False,False,False,False
31,199689,764,99242,48,4,318,17,False,False,True,False,False,True
47,157161,736,207500,60,3,418,61,False,False,False,False,False,False
45,104607,680,387478,48,4,499,15,True,False,False,False,False,True
57,90111,696,76895,12,1,506,64,False,False,True,False,False,True
62,177221,492,371447,48,0,583,65,False,True,False,False,False,False
64,46442,475,273688,48,4,323,59,True,False,False,False,True,False
55,127293,354,104473,36,0,405,41,False,False,True,False,True,False
31,30514,600,118271,24,4,374,56,True,False,False,False,False,False
60,166115,371,183352,48,1,325,39,True,False,False,False,False,True
46,22716,342,192381,36,2,390,84,False,False,True,False,False,False
66,68291,411,20583,36,1,422,2,False,False,True,False,True,False
23,31549,790,34379,48,4,610,4,False,False,False,False,False,True
47,74703,562,358123,48,2,561,86,False,False,False,True,False,False
64,58744,307,249361,12,0,870,3,False,True,False,False,False,False
62,52230,777,35881,36,3,870,21,False,False,False,True,False,False
40,93903,347,462625,48,4,650,27,False,False,False,True,True,False
32,23543,358,187378,36,3,486,66,False,False,True,False,True,False
47,187558,818,141064,48,0,569,72,True,False,False,False,False,False
21,144277,596,9321,12,3,405,57,False,False,False,True,True,False
59,181183,500,307408,36,2,423,75,False,False,False,True,False,False
33,95930,421,296031,12,4,676,4,True,False,False,False,False,True
53,34779,412,499160,12,4,580,92,False,True,False,False,False,False
25,111555,406,278072,36,2,544,36,False,False,False,False,False,False
19,126732,342,266882,48,0,551,59,False,True,False,False,True,False
62,150193,343,204632,24,1,660,97,False,False,True,False,True,False
42,61139,304,328870,60,3,308,15,False,False,False,True,False,False
23,54754,728,381556,48,1,569,5,False,False,False,False,True,False
28,74195,577,352284,12,2,790,81,False,False,False,False,False,False
64,107236,580,496933,36,2,768,43,False,False,False,False,False,False
63,20767,596,8659,60,4,309,12,False,True,False,False,False,False
65,127967,488,350566,24,1,800,11,False,False,False,False,False,False
26,133002,308,245879,24,3,399,40,True,False,False,False,False,False
37,70013,339,439311,12,3,462,77,False,False,False,False,False,False
59,30400,418,94432,12,0,834,4,False,False,False,True,True,False
48,197834,431,479092,36,3,703,62,False,False,True,False,False,True
28,109385,632,253719,24,2,580,90,True,False,False,False,False,True
56,24234,762,459188,48,1,479,27,False,False,False,False,True,False
30,113326,358,497696,36,2,738,74,True,False,False,False,False,False
33,99622,743,444606,48,4,547,98,False,False,False,False,True,False
54,180355,373,431986,48,0,466,33,False,False,False,False,False,True
46,23641,847,312977,60,3,352,26,False,False,False,False,False,True
64,55825,633,61921,60,4,474,62,True,False,False,False,True,False
53,83014,474,122639,12,3,705,51,True,False,False,False,False,False
64,133143,463,20791,48,1,786,44,False,False,False,False,True,False
55,164825,407,99449,12,4,629,95,False,True,False,False,False,True
35,172117,585,401135,12,0,741,31,False,False,False,False,False,False
64,106700,616,345907,12,3,894,26,False,False,False,False,True,False
34,95324,711,499361,12,3,637,91,False,False,True,False,False,False
32,179978,365,206984,48,1,445,28,False,False,False,False,False,False
64,133218,409,341091,60,0,887,3,False,True,False,False,False,True
52,89341,456,37548,36,4,624,67,False,True,False,False,False,True
31,153663,744,39142,48,0,860,12,False,False,False,True,True,False
59,158454,659,259467,60,1,389,9,False,True,False,False,False,True
67,27601,461,6299,24,4,801,63,True,False,False,False,False,True
45,104363,838,474239,36,4,306,92,True,False,False,False,False,False
36,165778,639,41680,48,3,360,98,False,False,True,False,False,True
47,125824,571,471687,12,1,625,55,False,True,False,False,False,True
60,197254,820,333147,12,3,343,54,False,True,False,False,False,True
23,114547,560,486868,36,2,776,66,False,False,False,False,False,False
26,50573,552,158893,36,0,444,48,False,False,False,True,False,True
25,62818,315,301958,48,2,816,9,False,False,False,True,False,False
39,35504,774,307009,48,4,618,24,True,False,False,False,False,True
45,177732,445,13469,48,2,526,31,False,False,True,False,True,False
54,61850,427,99485,24,3,317,28,False,False,False,True,False,True
64,49511,581,354352,24,0,615,87,False,False,False,False,True,False
37,91334,647,469604,60,2,428,88,False,False,False,True,False,True
53,109524,692,419452,12,2,584,25,False,False,True,False,True,False
42,54785,647,256518,24,3,786,54,True,False,False,False,False,False
63,100986,530,184264,48,1,452,82,False,False,False,True,False,False
51,161932,549,409317,48,3,485,56,False,False,False,False,True,False
66,186421,728,438073,24,3,619,34,False,False,False,False,True,False
41,106799,734,72952,48,3,460,46,True,False,False,False,True,False
50,140507,713,145289,24,4,589,94,True,False,False,False,True,False
23,79025,434,66201,12,0,481,91,True,False,False,False,False,True
53,117088,327,491106,24,4,610,33,False,False,True,False,False,False
25,26364,712,370686,60,3,341,74,True,False,False,False,False,False
18,50373,367,445875,12,2,763,1,False,False,False,False,False,False
64,106442,670,402968,36,1,734,48,False,False,False,False,False,False
22,125982,466,361961,24,4,509,42,False,False,True,False,False,False
37,105283,534,171340,48,0,496,18,False,False,False,False,False,False
54,166768,423,93567,24,2,472,63,True,False,False,False,False,False
51,145788,638,397414,24,0,746,73,False,True,False,False,False,False
50,110748,606,140513,48,0,757,10,False,False,True,False,True,False
18,163424,747,420351,60,0,817,16,True,False,False,False,True,False
24,170655,716,275187,60,2,431,52,False,False,True,False,True,False
59,46639,758,243408,12,2,397,57,True,False,False,False,False,True
37,109360,502,377220,24,1,337,93,False,True,False,False,False,True
34,179599,421,209463,24,0,880,36,False,False,False,False,True,False
58,30737,404,81022,48,3,551,85,False,False,False,True,False,True
66,150526,570,428714,24,0,416,17,True,False,False,False,False,True
69,137491,651,9934,36,1,521,83,False,False,True,False,False,True
23,47094,525,277875,60,2,649,34,False,False,True,False,False,True
55,84280,416,317622,36,4,688,53,False,False,True,False,False,False
49,76240,568,297490,24,0,568,20,True,False,False,False,False,True
19,134919,518,400124,24,0,803,73,False,True,False,False,False,False
39,173939,679,263006,48,2,795,79,False,False,True,False,False,False
41,26589,309,492252,48,1,746,29,False,False,False,False,True,False
54,130100,809,81313,60,2,584,1,False,True,False,False,False,True
39,138248,760,408439,36,2,677,20,False,False,True,False,False,False
33,96411,805,286648,36,4,595,86,False,False,True,False,True,False
40,166429,380,107099,12,1,329,40,False,False,True,False,True,False
44,140951,494,376603,60,3,839,94,False,True,False,False,True,False
64,65807,426,170215,12,3,315,94,False,False,False,False,False,True
32,163927,679,367268,36,4,537,34,True,False,False,False,True,False
29,133499,300,403158,24,0,446,94,False,False,False,True,True,False
37,182046,438,300644,36,4,815,80,False,False,False,False,True,False
41,193115,732,473380,24,2,513,70,True,False,False,False,False,False
51,163788,594,318817,24,4,779,58,False,True,False,False,False,False
26,82061,444,274537,12,0,520,45,False,False,False,True,False,True
24,57045,624,249965,12,1,393,16,False,False,True,False,False,True
35,49685,328,242285,36,4,708,29,True,False,False,False,False,True
23,127724,553,95153,24,1,874,43,True,False,False,False,False,True
29,63066,691,101853,60,0,872,97,False,True,False,False,False,False
27,35540,356,164002,48,4,771,59,False,False,False,False,False,False
30,179682,819,445627,12,1,457,38,False,False,True,False,False,True
42,25583,302,172157,36,3,469,49,False,True,False,False,False,True
42,111186,801,143621,12,3,621,33,False,False,False,True,True,False
39,53313,359,110137,48,2,515,6,True,False,False,False,True,False
51,177604,650,494922,48,0,608,58,False,False,False,False,False,False
47,178124,618,302344,60,3,311,20,False,True,False,False,False,False
27,55201,607,267901,24,0,346,21,True,False,False,False,False,False
49,62317,764,440869,60,1,871,64,False,False,False,True,False,False
65,29277,421,95485,36,1,775,6,False,False,False,True,False,True
41,142439,318,283812,36,1,435,38,False,True,False,False,False,False
46,137769,831,310722,24,1,416,61,False,False,False,True,False,False
38,42936,421,6316,48,3,546,85,False,False,True,False,False,True
59,169172,396,288392,12,1,501,57,True,False,False,False,True,False
66,98572,472,194681,36,4,563,47,False,False,False,False,False,False
54,175732,585,229585,24,3,756,21,False,False,True,False,False,False
21,146083,663,336355,12,4,398,79,False,True,False,False,True,False
21,167147,775,120792,12,2,407,4,False,False,False,True,True,False
68,55931,528,48888,24,4,626,28,False,False,False,True,False,False
68,198296,465,80842,36,2,330,90,False,False,False,True,False,False
20,172324,632,193338,12,3,687,28,False,False,False,True,True,False
59,172472,335,378722,12,1,895,69,True,False,False,False,True,False
50,67279,659,113924,12,4,893,62,False,True,False,False,False,False
51,64912,497,102357,12,2,777,10,False,False,False,True,False,True
36,134456,769,266092,12,2,899,70,False,True,False,False,False,True
45,61979,707,410060,48,2,626,61,True,False,False,False,False,True
59,39585,688,134128,60,3,602,48,False,False,False,False,True,False
18,70248,650,285114,24,0,323,81,False,False,False,True,False,True
30,197359,664,434369,36,2,538,55,False,False,True,False,True,False
55,104085,503,46604,48,4,675,2,False,False,False,True,False,True
29,156694,664,355579,24,4,553,27,False,False,False,True,False,False
65,80646,480,399879,12,4,871,77,True,False,False,False,False,True
69,94102,498,146854,12,3,830,20,False,False,False,False,False,True
29,63919,747,414303,48,2,405,60,True,False,False,False,False,True
63,79222,441,346768,24,2,393,71,False,False,False,False,False,False
33,45464,572,133451,12,1,831,7,False,False,True,False,False,True
47,74225,587,88905,24,4,513,91,False,False,False,False,False,False
41,106784,494,192460,48,0,483,26,False,False,True,False,False,False
40,61247,637,54079,12,0,593,95,False,True,False,False,True,False
50,182696,712,220290,60,3,530,62,False,False,False,False,False,False
32,65536,483,179563,24,2,462,64,False,False,False,True,False,False
53,128117,633,246871,36,3,592,71,False,False,True,False,True,False
68,23558,436,361423,48,3,355,98,False,False,True,False,False,True
25,198933,330,354084,36,2,798,9,False,False,True,False,False,False
56,63876,502,264153,48,0,809,21,True,False,False,False,False,True
66,143199,671,193921,48,0,309,80,False,False,False,False,True,False
